survey_year,indicator_name,values,country_name,hdi_category,reference
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",..,Ecuador,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",81.1,Philippines,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",76.3,Tunisia,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",74.8,Fiji,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",68.9,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",72.8,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",69.1,Paraguay,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",76.3,Georgia,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",85.0,Guyana,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",67.1,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",62.7,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",65.8,Maldives,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",77.9,Jamaica,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",66.4,Cape Verde,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",70.4,El Salvador,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",73.7,Algeria,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",63.9,Viet Nam,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",82.4,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",68.2,Indonesia,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",64.8,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",..,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",70.6,Nicaragua,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",69.7,Moldova,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",76.9,Egypt,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",73.8,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",77.4,Mongolia,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",71.2,Honduras,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",77.7,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",86.0,Bolivia,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",67.3,Guatemala,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",72.4,Gabon,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",63.4,Vanuatu,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",77.0,South Africa,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",70.8,Tajikistan,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",65.2,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",69.5,Botswana,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",64.7,Namibia,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",58.5,Morocco,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",58.1,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",63.8,India,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",47.6,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",61.5,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",60.0,Cambodia,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",49.5,Myanmar,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",..,Bhutan,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",46.4,Comoros,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",50.7,Ghana,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",40.0,Pakistan,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",45.6,Mauritania,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",66.0,Lesotho,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",51.4,Congo,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",56.0,Bangladesh,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",59.8,Swaziland,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",58.1,Nepal,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",59.7,Madagascar,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",62.3,Cameroon,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",40.7,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",..,Haiti,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",37.3,Sudan,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",60.6,Kenya,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",25.3,Djibouti,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",72.0,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",52.4,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",55.0,Togo,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",55.2,Yemen,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",63.0,Uganda,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",50.1,Gambia,MEDIUM HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",39.6,Senegal,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",35.3,Eritrea,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",56.2,Nigeria,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",50.4,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",45.1,Guinea,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",50.9,Rwanda,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",25.6,Angola,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",50.7,Benin,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",63.1,Malawi,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",60.5,Zambia,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",39.6,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",37.9,Burundi,LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",33.7,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",42.1,Ethiopia,,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",37.5,Chad,,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",29.8,Central African Republic,,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",52.9,Mozambique,,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",36.7,Mali,,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",22.7,Niger,,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",36.7,Guinea-Bissau,,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",29.3,Burkina Faso,,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",44.6,Sierra Leone,,
,"Combined gross enrolment ratio for primary, secondary and tertiary education (%) 2005",64.1,,,
,GDP per capita (PPP US$) 2005,"36,510",Iceland,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"41,420",Norway,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"31,794",Australia,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"33,375",Canada,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"38,505",Ireland,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"32,525",Sweden,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"35,633",Switzerland,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"31,267",Japan,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"32,684",Netherlands,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"30,386",France,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"32,153",Finland,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"41,890",United States,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"27,169",Spain,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"33,973",Denmark,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"33,700",Austria,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"33,238",United Kingdom,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"32,119",Belgium,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"60,228",Luxembourg,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"24,996",New Zealand,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"28,529",Italy,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"34,833","Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"29,461",Germany,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"25,864",Israel,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"23,381",Greece,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"29,663",Singapore,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"22,029",Korea (Republic of),HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"22,273",Slovenia,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"22,699",Cyprus,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"20,410",Portugal,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"28,161",Brunei Darussalam,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"17,297",Barbados,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"20,538",Czech Republic,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"26,321",Kuwait,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"19,189",Malta,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"27,664",Qatar,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"17,887",Hungary,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"13,847",Poland,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"14,280",Argentina,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"25,514",United Arab Emirates,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"12,027",Chile,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"21,482",Bahrain,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"15,871",Slovakia,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"14,494",Lithuania,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"15,478",Estonia,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"13,646",Latvia,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"9,962",Uruguay,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"13,042",Croatia,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"10,180",Costa Rica,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"18,380",Bahamas,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"16,106",Seychelles,HIGH HUMAN DEVELOPMENT,"h,k"
,GDP per capita (PPP US$) 2005,"6,000",Cuba,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"10,751",Mexico,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"9,032",Bulgaria,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"13,307",Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,"h,p"
,GDP per capita (PPP US$) 2005,"8,177",Tonga,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"10,335",Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"12,500",Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,"h,p"
,GDP per capita (PPP US$) 2005,"15,602",Oman,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"14,603",Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"9,060",Romania,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"15,711",Saudi Arabia,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,605",Panama,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"10,882",Malaysia,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,918",Belarus,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"12,715",Mauritius,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,032",Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"10,845",Russian Federation,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"5,316",Albania,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,200",Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"8,402",Brazil,HIGH HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"6,393",Dominica,MEDIUM HUMAN DEVELOPMENT,"h,q"
,GDP per capita (PPP US$) 2005,"6,707",Saint Lucia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,857",Kazakhstan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"6,632",Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,304",Colombia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"6,848",Ukraine,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"6,170",Samoa,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"8,677",Thailand,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"8,217",Dominican Republic,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,109",Belize,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"6,757",China,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,843",Grenada,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,945",Armenia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"8,407",Turkey,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,722",Suriname,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"5,530",Jordan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"6,039",Peru,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"5,584",Lebanon,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,341",Ecuador,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"5,137",Philippines,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"8,371",Tunisia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"6,049",Fiji,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"6,568",Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,968",Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,642",Paraguay,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,365",Georgia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,508",Guyana,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"5,016",Azerbaijan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,595",Sri Lanka,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"5,261",Maldives,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,291",Jamaica,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"5,803",Cape Verde,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"5,255",El Salvador,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,062",Algeria,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,071",Viet Nam,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,..,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,843",Indonesia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,808",Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,838",Turkmenistan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,674",Nicaragua,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,100",Moldova,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,337",Egypt,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,063",Uzbekistan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,107",Mongolia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,430",Honduras,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,927",Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,819",Bolivia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,568",Guatemala,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"6,954",Gabon,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,225",Vanuatu,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"11,110",South Africa,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,356",Tajikistan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,178",Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"12,387",Botswana,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,586",Namibia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,555",Morocco,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"7,874",Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,452",India,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,031",Solomon Islands,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,039",Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,727",Cambodia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,027",Myanmar,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,..,Bhutan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,993",Comoros,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,480",Ghana,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,370",Pakistan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,234",Mauritania,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"3,335",Lesotho,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,262",Congo,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,053",Bangladesh,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"4,824",Swaziland,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,550",Nepal,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,923,Madagascar,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,299",Cameroon,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,563",Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,663",Haiti,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,083",Sudan,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,240",Kenya,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,178",Djibouti,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,..,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,038",Zimbabwe,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,506",Togo,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,930,Yemen,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,454",Uganda,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,921",Gambia,MEDIUM HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,792",Senegal,LOW HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,109",Eritrea,LOW HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,128",Nigeria,LOW HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,744,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,316",Guinea,LOW HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,206",Rwanda,LOW HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"2,335",Angola,LOW HUMAN DEVELOPMENT,
,GDP per capita (PPP US$) 2005,"1,141",Benin,LOW HUMAN DEVELOPMENT,
